"operon","genes"
"[[gene|xis]]->[[gene|yddJ]]","[[gene|xis]]-[[gene|ydzL]]-[[gene|devI]]-[[gene|ydcP]]-[[gene|ydcQ]]-[[gene|nicK]]-[[gene|S172]]-[[gene|ydcS]]-[[gene|ydcT]]-[[gene|yddA]]-[[gene|conB]]-[[gene|conC]]-[[gene|conD]]-[[gene|conE]]-[[gene|yddF]]-[[gene|conG]]-[[gene|cwlT]]-[[gene|yddI]]-[[gene|yddJ]]"
"[[gene|lonB]]","[[gene|lonB]]"
"[[gene|pucA]]→[[gene|pucE]]","[[gene|pucA]]-[[gene|pucB]]-[[gene|pucC]]-[[gene|pucD]]-[[gene|pucE]]"
"[[gene|pbuO]]","[[gene|pbuO]]"
"[[gene|yxkA]]→[[gene|galE]]","[[gene|yxkA]]-[[gene|galE]]"
"[[gene|pdxK]]","[[gene|pdxK]]"
"[[gene|iolU]]","[[gene|iolU]]"
"[[gene|ysnE]]","[[gene|ysnE]]"
"[[gene|metS]]","[[gene|metS]]"
"[[gene|lcfA]]→[[gene|etfA]]","[[gene|lcfA]]-[[gene|fadR]]-[[gene|fadB]]-[[gene|etfB]]-[[gene|etfA]]"
"[[gene|ywaD]]","[[gene|ywaD]]"
"[[gene|sqhC]]→[[gene|sodF]]","[[gene|sqhC]]-[[gene|sodF]]"
"[[gene|licB]]→[[gene|licH]]","[[gene|licB]]-[[gene|licC]]-[[gene|licA]]-[[gene|licH]]"
"[[gene|yvdC]]","[[gene|yvdC]]"
"[[gene|yfiV]]","[[gene|yfiV]]"
"[[gene|uptA]]","[[gene|uptA]]"
"[[gene|ftsH]]","[[gene|ftsH]]"
"[[gene|yojI]]→[[gene|rsbRC]]","[[gene|yojI]]-[[gene|rsbRC]]"
"[[gene|guaA]]","[[gene|guaA]]"
"[[gene|yurZ]]→[[gene|yuzK]]","[[gene|yurZ]]-[[gene|yuzK]]"
"[[gene|licT]]→[[gene|bglS]]","[[gene|licT]]-[[gene|bglS]]"
"[[gene|nasD]]→[[gene|nasF]]","[[gene|nasD]]-[[gene|nasE]]-[[gene|nasF]]"
"[[gene|vmlR]]","[[gene|vmlR]]"
"[[gene|oppA]]→[[gene|oppF]]","[[gene|oppA]]-[[gene|oppB]]-[[gene|oppC]]-[[gene|oppD]]-[[gene|oppF]]"
"[[gene|sivA]]","[[gene|sivA]]"
"[[gene|ydhU/2]]","[[gene|ydhU/2]]"
"[[gene|skfA]]→[[gene|skfH]]","[[gene|skfA]]-[[gene|skfB]]-[[gene|skfC]]-[[gene|skfE]]-[[gene|skfF]]-[[gene|skfG]]-[[gene|skfH]]"
"[[gene|kinA]]","[[gene|kinA]]"
"[[gene|nucA]]→[[gene|nin]]","[[gene|nucA]]-[[gene|nin]]"
"[[gene|yvaK]]→[[gene|ssrA]]","[[gene|yvaK]]-[[gene|rnr]]-[[gene|smpB]]-[[gene|ssrA]]"
"[[gene|ycgJ]]","[[gene|ycgJ]]"
"[[gene|dppA]]->[[gene|ykfD]]","[[gene|dppA]]-[[gene|dppB]]-[[gene|dppC]]-[[gene|dppD]]-[[gene|dppE]]-[[gene|ykfA]]-[[gene|ykfB]]-[[gene|ykfC]]-[[gene|ykfD]]"
"[[gene|kinD]]","[[gene|kinD]]"
"[[gene|yhaQ]]→[[gene|yhaP]]","[[gene|yhaQ]]-[[gene|yhaP]]"
"[[gene|cotR]]","[[gene|cotR]]"
"[[gene|gamR]]→[[gene|ybgB]]","[[gene|gamR]]-[[gene|ybgB]]"
"[[gene|aroA]]","[[gene|aroA]]"
"[[gene|sspN]]→[[gene|tlp]]","[[gene|sspN]]-[[gene|tlp]]"
"[[gene|yusW]]","[[gene|yusW]]"
"[[gene|yshE]]","[[gene|yshE]]"
"[[gene|yneK]]","[[gene|yneK]]"
"[[gene|ytmB]]","[[gene|ytmB]]"
"[[gene|sunA]]","[[gene|sunA]]"
"[[gene|yqbC]]","[[gene|yqbC]]"
"[[gene|yfkA]]→[[gene|yfkC]]","[[gene|yfkA]]-[[gene|yfkC]]"
"[[gene|recX]]→[[gene|yfhH]]","[[gene|recX]]-[[gene|yfhH]]"
"[[gene|ydgF]]","[[gene|ydgF]]"
"[[gene|rnaC]]","[[gene|rnaC]]"
"[[gene|addB]]→[[gene|hlpB]]","[[gene|addB]]-[[gene|addA]]-[[gene|sbcD]]-[[gene|sbcC]]-[[gene|hlpB]]"
"[[gene|yyzF]]->[[gene|yydD]]","[[gene|yyzF]]-[[gene|yydA]]-[[gene|yydB]]-[[gene|yydC]]-[[gene|yydD]]"
"[[gene|yoyB]]→[[gene|yocN]]","[[gene|yoyB]]-[[gene|yozN]]-[[gene|yocN]]"
"[[gene|des]]","[[gene|des]]"
"[[gene|ykuN]]→[[gene|ykuP]]","[[gene|ykuN]]-[[gene|ykuO]]-[[gene|ykuP]]"
"[[gene|yisJ]]→[[gene|yisI]]","[[gene|yisJ]]-[[gene|yisI]]"
"[[gene|yxeB]]","[[gene|yxeB]]"
"[[gene|sipS]]","[[gene|sipS]]"
"[[gene|licR]]","[[gene|licR]]"
"[[gene|narK]]→[[gene|fnr]]","[[gene|narK]]-[[gene|fnr]]"
"[[gene|hmoA]]","[[gene|hmoA]]"
"[[gene|scpA]]→[[gene|ypuI]]","[[gene|scpA]]-[[gene|scpB]]-[[gene|ypuI]]"
"[[gene|yxkD]]","[[gene|yxkD]]"
"[[gene|yrzE]]","[[gene|yrzE]]"
"[[gene|yqhL]]","[[gene|yqhL]]"
"[[gene|srtN]]","[[gene|srtN]]"
"[[gene|tagT]]→[[gene|ywtE]]","[[gene|tagT]]-[[gene|ywtE]]"
"[[gene|rsbV]]→[[gene|rsbX]]","[[gene|rsbV]]-[[gene|rsbW]]-[[gene|sigB]]-[[gene|rsbX]]"
"[[gene|racA]]","[[gene|racA]]"
"[[gene|aroK]]","[[gene|aroK]]"
"[[gene|yobW]]","[[gene|yobW]]"
"[[gene|malS]]","[[gene|malS]]"
"[[gene|comQ]]→[[gene|yuxO]]","[[gene|comQ]]-[[gene|comX]]-[[gene|comP]]-[[gene|comA]]-[[gene|yuxO]]"
"[[gene|lutR]]","[[gene|lutR]]"
"[[gene|ydhB]]","[[gene|ydhB]]"
"[[gene|yppG]]","[[gene|yppG]]"
"[[gene|flhO]]→[[gene|flhP]]","[[gene|flhO]]-[[gene|flhP]]"
"[[gene|rnc]]→[[gene|ftsY]]","[[gene|rnc]]-[[gene|smc]]-[[gene|ftsY]]"
"[[gene|tuaA/2]]→[[gene|tuaH]]","[[gene|tuaA/2]]-[[gene|tuaA/1]]-[[gene|tuaB]]-[[gene|tuaC]]-[[gene|tuaD]]-[[gene|tuaE]]-[[gene|tuaF]]-[[gene|tuaG]]-[[gene|tuaH]]"
"[[gene|bslA]]","[[gene|bslA]]"
"[[gene|yccF]]","[[gene|yccF]]"
"[[gene|bstD]]","[[gene|bstD]]"
"[[gene|cotQ]]","[[gene|cotQ]]"
"[[gene|yxiP]]→[[gene|bglS]]","[[gene|yxiP]]-[[gene|licT]]-[[gene|bglS]]"
"[[gene|yvbW]]","[[gene|yvbW]]"
"[[gene|ctaM]]","[[gene|ctaM]]"
"[[gene|tmk]]→[[gene|yabC]]","[[gene|tmk]]-[[gene|darA]]-[[gene|yaaR]]-[[gene|holB]]-[[gene|ricT]]-[[gene|yabA]]-[[gene|trmN6]]-[[gene|yazA]]-[[gene|yabC]]"
"[[gene|fbpA]]→[[gene|fbpB]]","[[gene|fbpA]]-[[gene|fbpB]]"
"[[gene|murAA]]","[[gene|murAA]]"
"[[gene|yxcA]]","[[gene|yxcA]]"
"[[gene|lytE]]","[[gene|lytE]]"
"[[gene|yvaQ]]","[[gene|yvaQ]]"
"[[gene|murJ]]→[[gene|ytzG]]","[[gene|murJ]]-[[gene|ytzG]]"
"[[gene|yqxD]]→[[gene|sigA]]","[[gene|yqxD]]-[[gene|dnaG]]-[[gene|sigA]]"
"[[gene|fruC]]","[[gene|fruC]]"
"[[gene|ylmC]]","[[gene|ylmC]]"
"[[gene|ywbB]]","[[gene|ywbB]]"
"[[gene|xynA]]","[[gene|xynA]]"
"[[gene|ylbQ]]→[[gene|bshC]]","[[gene|ylbQ]]-[[gene|bshC]]"
"[[gene|yrrD]]","[[gene|yrrD]]"
"[[gene|ywcC]]→[[gene|galT]]","[[gene|ywcC]]-[[gene|gtcA]]-[[gene|galK]]-[[gene|galT]]"
"[[gene|yngK]]","[[gene|yngK]]"
"[[gene|ypmR]]→[[gene|ypmT]]","[[gene|ypmR]]-[[gene|ypmS]]-[[gene|ypmT]]"
"[[gene|yusY/1]]→[[gene|yusY]]","[[gene|yusY/1]]-[[gene|yusY]]"
"[[gene|yirB]]","[[gene|yirB]]"
"[[gene|yqzF]]","[[gene|yqzF]]"
"[[gene|thyA]]","[[gene|thyA]]"
"[[gene|spoVB]]→[[gene|yrzE]]","[[gene|spoVB]]-[[gene|yrzE]]"
"[[gene|cstA]]→[[gene|ysfE]]","[[gene|cstA]]-[[gene|ysfE]]"
"[[gene|cpaA]]","[[gene|cpaA]]"
"[[gene|spoIIT]]→[[gene|murAA]]","[[gene|spoIIT]]-[[gene|murAA]]"
"[[gene|ykyA]]","[[gene|ykyA]]"
"[[gene|citA]]→[[gene|yhdF]]","[[gene|citA]]-[[gene|yhdF]]"
"[[gene|yhdQ]]→[[gene|mpfA]]","[[gene|yhdQ]]-[[gene|mpfA]]"
"[[gene|sodA]]","[[gene|sodA]]"
"[[gene|ysmB]]→[[gene|racE]]","[[gene|ysmB]]-[[gene|racE]]"
"[[gene|ydfF]]","[[gene|ydfF]]"
"[[gene|sprB]]","[[gene|sprB]]"
"[[gene|yitV]]→[[gene|yitW]]","[[gene|yitV]]-[[gene|yitW]]"
"[[gene|yxaJ]]→[[gene|yxaL]]","[[gene|yxaJ]]-[[gene|yxaL]]"
"[[gene|yhjC]]→[[gene|yhjB]]","[[gene|yhjC]]-[[gene|yhjB]]"
"[[gene|yjqA]]","[[gene|yjqA]]"
"[[gene|yhcW]]→[[gene|yhcX]]","[[gene|yhcW]]-[[gene|yhcX]]"
"[[gene|purE]]→[[gene|purD]]","[[gene|purE]]-[[gene|purK]]-[[gene|purB]]-[[gene|purC]]-[[gene|purS]]-[[gene|purQ]]-[[gene|purL]]-[[gene|purF]]-[[gene|purM]]-[[gene|purN]]-[[gene|purH]]-[[gene|purD]]"
"[[gene|bkdR]]","[[gene|bkdR]]"
"[[gene|yerB]]→[[gene|yerC]]","[[gene|yerB]]-[[gene|yerC]]"
"[[gene|maf]]→[[gene|minD]]","[[gene|maf]]-[[gene|radC]]-[[gene|mreB]]-[[gene|mreC]]-[[gene|mreD]]-[[gene|minC]]-[[gene|minD]]"
"[[gene|yxkO]]","[[gene|yxkO]]"
"[[gene|yflG]]→[[gene|yflI]]","[[gene|yflG]]-[[gene|yflH]]-[[gene|yflI]]"
"[[gene|cwlC]]","[[gene|cwlC]]"
"[[gene|ywlE]]→[[gene|ywlG]]","[[gene|ywlE]]-[[gene|ywlF]]-[[gene|ywlG]]"
"[[gene|ptsG]]→[[gene|ptsI]]","[[gene|ptsG]]-[[gene|ptsH]]-[[gene|ptsI]]"
"[[gene|yrzI]]","[[gene|yrzI]]"
"[[gene|ywsA]]->[[gene|S1384]]","[[gene|ywsA]]-[[gene|S1384]]"
"[[gene|ydiF]]","[[gene|ydiF]]"
"[[gene|ykoL]]","[[gene|ykoL]]"
"[[gene|ypiF]]","[[gene|ypiF]]"
"[[gene|yhdC]]","[[gene|yhdC]]"
"[[gene|gbsR]]","[[gene|gbsR]]"
"[[gene|aimA]]","[[gene|aimA]]"
"[[gene|mhqE]]→[[gene|mhqD]]","[[gene|mhqE]]-[[gene|mhqD]]"
"[[gene|ylbA]]","[[gene|ylbA]]"
"[[gene|yacL]]→[[gene|ispF]]","[[gene|yacL]]-[[gene|ispD]]-[[gene|ispF]]"
"[[gene|spo0B]]→[[gene|pheA]]","[[gene|spo0B]]-[[gene|obg]]-[[gene|thrR]]-[[gene|pheA]]"
"[[gene|spoIVA]]","[[gene|spoIVA]]"
"[[gene|citZ]]→[[gene|mdh]]","[[gene|citZ]]-[[gene|icd]]-[[gene|mdh]]"
"[[gene|yttA]]","[[gene|yttA]]"
"[[gene|paiA]]→[[gene|paiB]]","[[gene|paiA]]-[[gene|paiB]]"
"[[gene|yydC]]","[[gene|yydC]]"
"[[gene|citM]]→[[gene|yflN]]","[[gene|citM]]-[[gene|yflN]]"
"[[gene|yxkH]]","[[gene|yxkH]]"
"[[gene|mpr]]→[[gene|ybfJ]]","[[gene|mpr]]-[[gene|ybfJ]]"
"[[gene|yjiB]]→[[gene|yjiC]]","[[gene|yjiB]]-[[gene|yjiC]]"
"[[gene|ykoA]]","[[gene|ykoA]]"
"[[gene|thiL]]→[[gene|tsaD]]","[[gene|thiL]]-[[gene|tsaE]]-[[gene|tsaB]]-[[gene|rimI]]-[[gene|tsaD]]"
"[[gene|sigX]]→[[gene|rsiX]]","[[gene|sigX]]-[[gene|rsiX]]"
"[[gene|yocL]]","[[gene|yocL]]"
"[[gene|yunC]]","[[gene|yunC]]"
"[[gene|yxlH]]","[[gene|yxlH]]"
"[[gene|yrpC]]","[[gene|yrpC]]"
"[[gene|yhfN]]","[[gene|yhfN]]"
"[[gene|ydjC]]","[[gene|ydjC]]"
"[[gene|yjbC]]→[[gene|spx]]","[[gene|yjbC]]-[[gene|spx]]"
"[[gene|bacG]]","[[gene|bacG]]"
"[[gene|pdhC]]→[[gene|pdhD]]","[[gene|pdhC]]-[[gene|pdhD]]"
"[[gene|yqiK]]","[[gene|yqiK]]"
"[[gene|tsaC]]","[[gene|tsaC]]"
"[[gene|alr]]→[[gene|ndoA]]","[[gene|alr]]-[[gene|ndoAI]]-[[gene|ndoA]]"
"[[gene|polY2]]→[[gene|yqkC]]","[[gene|polY2]]-[[gene|yqjX]]-[[gene|yqjY]]-[[gene|yqjZ]]-[[gene|yqkA]]-[[gene|yqkB]]-[[gene|yqkC]]"
"[[gene|fin]]→[[gene|spoVT]]","[[gene|fin]]-[[gene|mfd]]-[[gene|spoVT]]"
"[[gene|mneP]]","[[gene|mneP]]"
"[[gene|yrpD]]","[[gene|yrpD]]"
"[[gene|yjcN]]","[[gene|yjcN]]"
"[[gene|spoVM]]","[[gene|spoVM]]"
"[[gene|yneT]]","[[gene|yneT]]"
"[[gene|ywmF]]→[[gene|csbD]]","[[gene|ywmF]]-[[gene|csbD]]"
"[[gene|yfhC]]","[[gene|yfhC]]"
"[[gene|desK]]→[[gene|desR]]","[[gene|desK]]-[[gene|desR]]"
"[[gene|gerT]]","[[gene|gerT]]"
"[[gene|ykrA]]","[[gene|ykrA]]"
"[[gene|mdtR]]→[[gene|mdtP]]","[[gene|mdtR]]-[[gene|mdtP]]"
"[[gene|drm]]→[[gene|pupG]]","[[gene|drm]]-[[gene|pupG]]"
"","[[gene|yobL]]-[[gene|yobK]]"
"[[gene|pdxS]]→[[gene|pdxT]]","[[gene|pdxS]]-[[gene|pdxT]]"
"[[gene|alaS]]->[[gene|yrzB]]","[[gene|alaS]]-[[gene|reoM]]-[[gene|yrrK]]-[[gene|yrzB]]"
"[[gene|liaI]]→[[gene|liaR]]","[[gene|liaI]]-[[gene|liaH]]-[[gene|liaG]]-[[gene|liaF]]-[[gene|liaS]]-[[gene|liaR]]"
"[[gene|ywbA]]→[[gene|ywbB]]","[[gene|ywbA]]-[[gene|ywbB]]"
"[[gene|yqjE]]","[[gene|yqjE]]"
"[[gene|xynD]]→[[gene|xynC]]","[[gene|xynD]]-[[gene|xynC]]"
"[[gene|yoaW]]","[[gene|yoaW]]"
"[[gene|mtlA]]→[[gene|mtlD]]","[[gene|mtlA]]-[[gene|mtlF]]-[[gene|mtlD]]"
"[[gene|yitW]]","[[gene|yitW]]"
"[[gene|pbuG]]","[[gene|pbuG]]"
"[[gene|gerD]]","[[gene|gerD]]"
"[[gene|yhfQ]]","[[gene|yhfQ]]"
"[[gene|yoxC]]→[[gene|yoaA]]","[[gene|yoxC]]-[[gene|yoxB]]-[[gene|yoaA]]"
"[[gene|yhdJ]]","[[gene|yhdJ]]"
"[[gene|murB]]→[[gene|sbp]]","[[gene|murB]]-[[gene|divIB]]-[[gene|ylxW]]-[[gene|ylxX]]-[[gene|sbp]]"
"[[gene|yfmT]]→[[gene|yfmS]]","[[gene|yfmT]]-[[gene|yfmS]]"
"[[gene|yfnB]]","[[gene|yfnB]]"
"[[gene|ylaE]]","[[gene|ylaE]]"
"[[gene|hisC]]→[[gene|aroE]]","[[gene|hisC]]-[[gene|tyrA]]-[[gene|aroE]]"
"[[gene|ydbS]]→[[gene|ydbT]]","[[gene|ydbS]]-[[gene|ydbT]]"
"[[gene|ydjM]]→[[gene|ydjN]]","[[gene|ydjM]]-[[gene|ydjN]]"
"[[gene|ylbK]]→[[gene|ddcP]]","[[gene|ylbK]]-[[gene|ddcP]]"
"[[gene|yoaR]]","[[gene|yoaR]]"
"[[gene|ywfM]]","[[gene|ywfM]]"
"[[gene|yjbK]]→[[gene|cwlQ]]","[[gene|yjbK]]-[[gene|cwlQ]]"
"[[gene|patB]]","[[gene|patB]]"
"[[gene|yyaJ]]","[[gene|yyaJ]]"
"[[gene|ykvA]]","[[gene|ykvA]]"
"[[gene|xlyB]]","[[gene|xlyB]]"
"[[gene|yvcT]]","[[gene|yvcT]]"
"[[gene|bioW]]→[[gene|ytbQ]]","[[gene|bioW]]-[[gene|bioA]]-[[gene|bioF]]-[[gene|bioD]]-[[gene|bioB]]-[[gene|bioI]]-[[gene|ytbQ]]"
"[[gene|fbaA]]→[[gene|ywjH]]","[[gene|fbaA]]-[[gene|ywjH]]"
"[[gene|yoqM]]","[[gene|yoqM]]"
"[[gene|usd]]→[[gene|mbl]]","[[gene|usd]]-[[gene|spoIIID]]-[[gene|mbl]]"
"[[gene|yjhA]]","[[gene|yjhA]]"
"[[gene|gltA]]→[[gene|gltB]]","[[gene|gltA]]-[[gene|gltB]]"
"[[gene|ybfI]]→[[gene|ybfH]]","[[gene|ybfI]]-[[gene|ybfH]]"
"[[gene|tagC]]","[[gene|tagC]]"
"[[gene|ydaC]]","[[gene|ydaC]]"
"[[gene|ytsJ]]","[[gene|ytsJ]]"
"[[gene|ydfB]]","[[gene|ydfB]]"
"[[gene|hmp]]→[[gene|ykjA]]","[[gene|hmp]]-[[gene|ykjA]]"
"[[gene|argG]]→[[gene|argH]]","[[gene|argG]]-[[gene|argH]]"
"[[gene|coaX]]→[[gene|yacC]]","[[gene|coaX]]-[[gene|yacC]]"
"[[gene|galM]]→[[gene|dacC]]","[[gene|galM]]-[[gene|dacC]]"
"[[gene|dapF]]→[[gene|sufA]]","[[gene|dapF]]-[[gene|sufA]]"
"[[gene|dnaE]]→[[gene|ytsJ]]","[[gene|dnaE]]-[[gene|ytsJ]]"
"[[gene|hxlA]]→[[gene|hxlB]]","[[gene|hxlA]]-[[gene|hxlB]]"
"[[gene|yflS]]","[[gene|yflS]]"
"[[gene|yvrHb]]→[[gene|yvrE]]","[[gene|yvrHb]]-[[gene|yvrG]]-[[gene|yvrE]]"
"[[gene|ycsE]]","[[gene|ycsE]]"
"[[gene|deoD]]→[[gene|ldcB]]","[[gene|deoD]]-[[gene|ldcB]]"
"[[gene|ybxG]]","[[gene|ybxG]]"
"[[gene|fadR]]→[[gene|etfA]]","[[gene|fadR]]-[[gene|fadB]]-[[gene|etfB]]-[[gene|etfA]]"
"[[gene|yhjH]]","[[gene|yhjH]]"
"[[gene|ydhC]]","[[gene|ydhC]]"
"[[gene|ytoQ]]","[[gene|ytoQ]]"
"[[gene|ykzD]]","[[gene|ykzD]]"
"[[gene|ysfE]]","[[gene|ysfE]]"
"[[gene|cgeA]]→[[gene|cgeB]]","[[gene|cgeA]]-[[gene|cgeB]]"
"[[gene|ywrD]]","[[gene|ywrD]]"
"[[gene|hypO]]","[[gene|hypO]]"
"[[gene|yerA]]->[[gene|yerC]]","[[gene|yerA]]-[[gene|yerB]]-[[gene|yerC]]"
"[[gene|ltaS]]","[[gene|ltaS]]"
"[[gene|degQ]]","[[gene|degQ]]"
"[[gene|gerAA]]→[[gene|gerAC]]","[[gene|gerAA]]-[[gene|gerAB]]-[[gene|gerAC]]"
"[[gene|yoaE]]→[[gene|yoaF]]","[[gene|yoaE]]-[[gene|yoaF]]"
"[[gene|xre]]","[[gene|xre]]"
"[[gene|ytzC]]","[[gene|ytzC]]"
"[[gene|tyrS]]","[[gene|tyrS]]"
"[[gene|yxiM]]→[[gene|deaD]]","[[gene|yxiM]]-[[gene|deaD]]"
"[[gene|yoyF]]","[[gene|yoyF]]"
"[[gene|ykoQ]]","[[gene|ykoQ]]"
"[[gene|cotY]]→[[gene|cotZ]]","[[gene|cotY]]-[[gene|cotZ]]"
"[[gene|yycA]]","[[gene|yycA]]"
"[[gene|nox]]","[[gene|nox]]"
"[[gene|lmrA]]→[[gene|lmrB]]","[[gene|lmrA]]-[[gene|lmrB]]"
"[[gene|rtp]]","[[gene|rtp]]"
"[[gene|ddcP]]","[[gene|ddcP]]"
"[[gene|ykkE]]","[[gene|ykkE]]"
"[[gene|rho]]→[[gene|rpmE]]","[[gene|rho]]-[[gene|rpmE]]"
"[[gene|lytD]]","[[gene|lytD]]"
"[[gene|iolR]]→[[gene|iolS]]","[[gene|iolR]]-[[gene|iolS]]"
"[[gene|malA]]→[[gene|malP]]","[[gene|malA]]-[[gene|glvR]]-[[gene|malP]]"
"[[gene|acoR]]→[[gene|sspH]]","[[gene|acoR]]-[[gene|sspH]]"
"[[gene|yerO]]","[[gene|yerO]]"
"[[gene|ywrK]]","[[gene|ywrK]]"
"[[gene|ypbH]]","[[gene|ypbH]]"
"[[gene|prsW]]","[[gene|prsW]]"
"[[gene|gerQ]]","[[gene|gerQ]]"
"[[gene|recU]]→[[gene|ponA]]","[[gene|recU]]-[[gene|ponA]]"
"[[gene|pcrB]]→[[gene|yerH]]","[[gene|pcrB]]-[[gene|pcrA]]-[[gene|ligA]]-[[gene|yerH]]"
"[[gene|yvsH]]","[[gene|yvsH]]"
"[[gene|pdxS]]→[[gene|serS]]","[[gene|pdxS]]-[[gene|pdxT]]-[[gene|serS]]"
"[[gene|yjcD]]","[[gene|yjcD]]"
"[[gene|ykgA]]→[[gene|ykgB]]","[[gene|ykgA]]-[[gene|ykgB]]"
"[[gene|ymzA]]","[[gene|ymzA]]"
"[[gene|yocK]]","[[gene|yocK]]"
"[[gene|dra]]→[[gene|pdp]]","[[gene|dra]]-[[gene|nupC]]-[[gene|pdp]]"
"[[gene|ndhF]]→[[gene|ybcI]]","[[gene|ndhF]]-[[gene|ybcC]]-[[gene|ybcF]]-[[gene|ybcH]]-[[gene|ybcI]]"
"[[gene|pheS]]→[[gene|pheT]]","[[gene|pheS]]-[[gene|pheT]]"
"[[gene|yerI]]","[[gene|yerI]]"
"[[gene|yuzA]]","[[gene|yuzA]]"
